comment,model_label_initial,model_confidence_initial,llm_label,model_label_final,model_confidence_final
tilang dimintain uang hebat pungli besarbesaran ramai kantor polresta pangkal pinang bangka belitung kantor loh luar korban orang hitung orang polisi libat bnyak orang oknum polisi nya polresta pangkal pinang provinsi pulau bangka belitung,negatif,0.6038085259367699,positif,negatif,0.5968975159753858
sinar,negatif,0.4285714285714286,netral,positif,0.43611111111111106
bang pelan pelan fakta terang,negatif,0.8167199663783905,netral,negatif,0.8674497527723584
jujur,negatif,0.5744754626029528,netral,negatif,0.6734174147406622
rill tsunami fakta bendung,negatif,0.659373244854238,netral,negatif,0.671881727466862
polisi nyrik heker tukang intimidasi beking usaha top dunia,positif,0.6009986163247822,positif,positif,0.6138740907902518
bener awas bang takut tukang nasi goreng rumah bawa beceng,negatif,0.5853585905804204,netral,negatif,0.5668517347504884
priitt tunjuk sim stnk salah fakta,negatif,0.7008876334818751,netral,negatif,0.692665994234647
hilang kendaran kaga tindak bertahuntahun ujung ikhlas males lapor,negatif,0.7216990292706605,netral,negatif,0.7689220086110201
silau bang,negatif,0.4680182101537634,netral,negatif,0.5194000544182766
asumsi orang,positif,0.516585903538001,netral,positif,0.5017786180851321
lahh daerah,negatif,0.4808073315311084,netral,negatif,0.5456079096159809
tangkep orang rugi bandar judol,negatif,0.48676331684805724,netral,positif,0.535176288409091
hilang hong kong hilang dopet uang ktp hong kong atm lapor polisi hong kong kertas lapor hilang ktp atm bikin ktp atm polisi cari tas hilang tinggal hilang bodoh,negatif,0.5469898470001516,netral,negatif,0.7320364213407752
fakta,negatif,0.659373244854238,netral,negatif,0.671881727466862
nama robot,positif,0.49154485674680404,netral,positif,0.5770979383056059
awok wadidaw,negatif,0.4285714285714286,netral,positif,0.43611111111111106
rahasia ubah,negatif,0.47455540502924126,netral,negatif,0.45506894787154845
eitss,negatif,0.4285714285714286,netral,positif,0.43611111111111106
lapor polisi adik hilang thn fakta nya polisi uang nyari,negatif,0.711099909280942,netral,negatif,0.71681458813207
bikin surat hilang motor suruh bayar puter tindak lanjut paro harga motor,negatif,0.6735836184095998,netral,negatif,0.7062342778218992
nangkap maling lapor polisi suruh lepasin maling nya isilop maling lepas hancur negri,positif,0.4559346974699742,netral,negatif,0.616423028298679
liat polisi pas pagi potodoang perepat lngsung pulanh,negatif,0.7731707862468592,netral,negatif,0.7878728691734326
bener reformasi polisi,negatif,0.6604350749552211,netral,negatif,0.6671450059901178
keluarga peras polisi kerjasama oknum jabat lurah nuntut salah laku,negatif,0.6878268225750022,netral,negatif,0.641356758241483
lapor ilang motor proses ilang mobil,negatif,0.5903867233322214,netral,negatif,0.5999314349411865
kingg,negatif,0.4285714285714286,netral,positif,0.43611111111111106
motor hilang temu ngambil palak kanit reskrim ank buah mnta duit rokok parah wes,negatif,0.6467685222483948,netral,negatif,0.6602806116451374
jujur sekalii,negatif,0.5744754626029528,netral,negatif,0.6734174147406622
bener nganter anak sekolah nya ngebantu nyebrangin anak anak sekolah asyik foto foto lapor liat kerja sebrangi anak,negatif,0.5590794107128538,netral,negatif,0.6341978749890452
fakta tutup,negatif,0.48295258123809753,netral,negatif,0.48485634734022653
orang tuju institusi polisi tni kapolri kapolrian,negatif,0.6025750185766674,netral,negatif,0.5913270233606123
gua bang kena begal syukur diapaapain cumn ambil doang motor nya anggota nya ngomong begal kaga saksi,negatif,0.6606659553728836,netral,negatif,0.6399081451123428
bner fto ngajak orang nongkrong poko citra,negatif,0.5960885448145379,netral,negatif,0.5945090783212954
real habis foto pulang ngatur lalulintas pakogah,positif,0.6295094848705702,netral,positif,0.6112108965710229
realeated kota kaya,negatif,0.6149591206992261,netral,negatif,0.6567196259781709
cahaya tuan,negatif,0.51190310099966,netral,negatif,0.5068675069655181
fakta polisi gitu gausah oknum muak,negatif,0.7352069972956708,netral,negatif,0.720734819305998
polisi konoha,positif,0.5390070357081269,netral,positif,0.5317442426954817
gilak penah fakta terang,negatif,0.799288402493326,netral,negatif,0.8275753522825817
elah pake skenario sandiwara contoh grebek cafe tilang tilang maling teriak maling tawur polisi olah kerja parah nyuruh orang ngedarin narkoba dampak tangkep orang penasaran narkoba,negatif,0.5210605960930371,netral,negatif,0.7414028699282355
komen sesuai fakta,negatif,0.5609591677505362,netral,negatif,0.6083766445489286
bro gitu mkdal bro,negatif,0.6312678436979335,netral,negatif,0.62139378015564
anak smp suruh motoin pagi,negatif,0.5692551487777817,netral,negatif,0.7652461837797577
nyata,negatif,0.5268279731682237,netral,negatif,0.6155585899602375
bang bang,negatif,0.4680182101537634,netral,negatif,0.5194000544182766
foto empat ngopi daerah,negatif,0.48773534431100685,netral,negatif,0.7051660179373094
anjirr suruh motoin,negatif,0.5266906239186804,netral,negatif,0.7385843393979445
nyata swperti cari kambing hitam,negatif,0.605961309779714,netral,negatif,0.6412282910749282
foto bntr dokumen kirim grup polisi,negatif,0.5239310692935146,netral,negatif,0.5885274618518843
bantu mabes mas mas bawah ikat yaah system,negatif,0.5570390464996374,netral,negatif,0.5466365285380935
fakta,negatif,0.659373244854238,netral,negatif,0.671881727466862
savage,negatif,0.4285714285714286,netral,positif,0.43611111111111106
tuju,negatif,0.5321817992018726,netral,negatif,0.48804791112344303
terang,negatif,0.6971289944607397,netral,negatif,0.7255515046351859
fakta,negatif,0.659373244854238,netral,negatif,0.671881727466862
akar,negatif,0.4285714285714286,netral,positif,0.43611111111111106
gua tuju gua pling mles nmnya isi lop,negatif,0.6444355521422427,netral,negatif,0.6204206162057245
terang fakta,negatif,0.7679146953453024,netral,negatif,0.7923561527881361
faktaa bang,negatif,0.5155552848201894,netral,negatif,0.5410154832033809
bener sekalikalau pagi jaga lintas pegawai busway,negatif,0.6793229074359586,netral,negatif,0.6725226144982522
fakta,negatif,0.659373244854238,netral,negatif,0.671881727466862
diomongin baca yaa,negatif,0.6498514035279623,netral,negatif,0.5981199781865083
jabarin borok,negatif,0.4285714285714286,netral,positif,0.43611111111111106
ban nyata hmm syulit,negatif,0.4357464931017654,netral,negatif,0.5911185458548561
fakta terang terang cahaya ilahi,negatif,0.7853119454394918,netral,negatif,0.8079179125432557
konoha,positif,0.5274064789394772,netral,positif,0.5306028692341618
mending nangjap bjorka,negatif,0.5448953123134029,netral,negatif,0.500342114620555
abis foto kirim atas lapor abis ngopi liat pagi,negatif,0.5551804216774154,netral,negatif,0.7199900202573496
bobrok institusi bayar gaji masyarakat,negatif,0.5254677561130744,netral,negatif,0.6028528231661254
fakta maseh,negatif,0.659373244854238,netral,negatif,0.671881727466862
lingkung dukung,positif,0.5064737955140087,netral,positif,0.5101315134567638
cocok makan gaji rakyat manfaat rakyat,negatif,0.5982552550610298,netral,negatif,0.5704588820142682
kantor polisi rumah temen maling tas dompet hilang surat temen bilang lapor surat hilang blablabla polisi blablabla temen administrasi polisi temen maturnuwun and langkah jalan panggil pakpol pakpol mas mas pernae rokoke permene gila administrasi pas tiba ngasih kode uang jajan orang kena musibah maling lawak,negatif,0.6822415421635698,netral,negatif,0.7144820655635131
oii jujur,negatif,0.5744754626029528,netral,negatif,0.6734174147406622
ngoten gercep bang,negatif,0.4680182101537634,netral,negatif,0.5194000544182766
polisi jujur hoegeng polisi tidur,negatif,0.4967039586112628,netral,negatif,0.6329673144232283
rampok kasus sulit bpkb surat kendara curi mgurus habis mobil korban gila konoha dpt gaji kerja tidur malak orang mah jahat legal,positif,0.5552350532936173,netral,positif,0.6036071372091203
dih ngomong suka bener,negatif,0.8059297068769392,positif,negatif,0.883632001451069
temen kena narkobs ketangkep tiba bsoknya rumah iseng nebus surat lapor sbelum layang jaksa njiir gilaak bener mahfud urus hukum pintu utama polisi,negatif,0.6499742758735899,netral,negatif,0.6649758600658097
patroli malam liat polisi patroli malam henti depan karaoke mobil orang hampir bawan rokok,negatif,0.7513274028236689,netral,negatif,0.7681029666947299
iyah lagih,negatif,0.4285714285714286,netral,positif,0.43611111111111106
bener bobrok oknum bejibun,negatif,0.6130761918142434,netral,negatif,0.6273636150951857
nahh ituu,negatif,0.4285714285714286,netral,positif,0.43611111111111106
faktaa,negatif,0.5061235883741719,netral,negatif,0.5011020650680882
real lapang,positif,0.5453595382776012,netral,positif,0.5870712821450431
pingin masuk gua hacker akses,positif,0.5494171435854988,netral,positif,0.5088890650053065
masukksana bayar heran jdinya bgini,negatif,0.5413841381235095,netral,negatif,0.5572441323840628
preman bikin susah dunia usaha,positif,0.5255911518558816,netral,positif,0.5182374678564029
pengelihtan gua karna kbiasaan enak mngkin sim byar pajek susah situ masyrakat nembak bikin cpt mudah situ enak kbiasaan bhkan bukan sepele,negatif,0.6334032864418548,netral,negatif,0.6276585273504817
alami parah bro nabrak orang sampae patah tulang tanggungjawab korban biaya tanggungjawab laka lantas jasa raharja jasa raharja saran kakak korban jasa raharja biaya tuju urus jasa raharja surat polsekpolres syarat jasa raharja cair dana urus surat polrespolsek bilang paro polsekpolres arti urus selesai singkat dana jasa raharja turun polsek bawa amplop isi uang ribu dana korban obat dana sekian silah tinggal polsek urus obat korban alam hati urus jasa raharja pandai rugi,positif,0.3967803166269426,netral,negatif,0.5778500009469455
jujur,negatif,0.5744754626029528,netral,negatif,0.6734174147406622
bener bangett cuyy,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
benerr,negatif,0.4285714285714286,netral,positif,0.43611111111111106
abang ngomong suka bener,negatif,0.7955311902176017,positif,negatif,0.8536692671316282
buset fakta,negatif,0.659373244854238,netral,negatif,0.671881727466862
ariesbast balikin modal ngejar visi misi oknum,negatif,0.6368007370545407,netral,negatif,0.629917673628493
gua cuman gua polisi foto empat foto foto empat tinggal,negatif,0.5751068934117584,netral,negatif,0.7179904492350204
patroli cafe tuak,negatif,0.5013888790852482,netral,negatif,0.6774499613038157
jir fakta wkwkwkwkwk,negatif,0.6303694478791805,netral,negatif,0.6324200944409508
kelass king,negatif,0.45763559833822315,netral,negatif,0.4227744514460839
malem pergi bri atm orang parcok foto pintu masuk bank salah nya fotoin gataunya satu adl tetangga kya cengok sampe ktmu shalat jamaah kya hindar gtu hehehe,negatif,0.5684495376853833,netral,negatif,0.5834671271303634
loh,negatif,0.43004436364077797,netral,positif,0.4253279773623295
ariesbast masuk suap anggap profesi abdi bisnis,negatif,0.45908573614622117,netral,negatif,0.6549656009100498
termull,negatif,0.4285714285714286,netral,positif,0.43611111111111106
bobyenugraha jirr kaya instansi perintah lurah ketua dpc ormas tukang palak lapak camat isi dominan keluarga,negatif,0.7012522549168625,netral,negatif,0.7027858676448578
oknum cendrung baik teman teman,negatif,0.5927361409564489,netral,negatif,0.566602698120529
fakta suami sya kerja satpam polisi dteng bwa mobil fto kabur,negatif,0.7169306576445361,netral,negatif,0.7087246385677687
jokonarimo dsini brrti,negatif,0.4285714285714286,netral,positif,0.43611111111111106
senin kamis kota foto foto,negatif,0.4936913617452595,netral,negatif,0.6200331925784849
wkwkw,negatif,0.4285714285714286,netral,positif,0.43611111111111106
looh kaget,negatif,0.4285714285714286,netral,positif,0.43611111111111106
boom empat kadang nyuruh kang ojek fotoin,negatif,0.49051885777904314,netral,negatif,0.7110011965203806
rekrutmen pungli bayar lolos sampek kiamat kerja sesuai job desk nya temen sampe ngandelin gaji nutup uang,negatif,0.5874019658506208,netral,negatif,0.5969788771868197
nir bener,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
bener fakta,negatif,0.7176737275986336,netral,negatif,0.7262308340456258
asa tender cyber security,positif,0.48483779116192877,netral,positif,0.5290111981757615
banjir faktaa boss,negatif,0.5717304787629756,netral,negatif,0.5247261895817936
komen kog suka bener,negatif,0.7620491453540152,positif,negatif,0.7983634536872649
fakta ngak maju kantor sabtu libur,negatif,0.5330449105086094,negatif,negatif,0.5213585090893107
hahahahah selfi dlu abis cabut,negatif,0.5838843965962328,netral,negatif,0.5966442275506729
tau keluarga sanak saudara daftar polisi benci rekrutmen daftar ribu dikit butuh polisi,negatif,0.6055570475537099,negatif,negatif,0.587741934625272
fakta kampung gitu pas rajia lalulintas bikin rugi masyarakat ayom nya,negatif,0.627678251485272,netral,negatif,0.6096486314571437
gausah jauh bang bikin sim calo calo polisi sndiri,negatif,0.6257498677697073,netral,negatif,0.6391572378051859
empat polwannya make tebal glowing glowing pagi empat,negatif,0.5048881519560804,netral,negatif,0.6965082700485976
parah,negatif,0.4756593603806436,netral,negatif,0.4792113806989879
kerja idam idam orang calon mertua,negatif,0.6127036334956708,netral,negatif,0.6010058880634908
bayar bayar habis tanah habis sawah habis,positif,0.4320235802634258,netral,negatif,0.4272066335328917
bismillah assalamualaikum jual rumah harga tanah kosong luas tanah luas bangun mpersegi cocok usahadan rumah pribadi lokasi jln kedung baruk sby timur persis indomart rumah ininol jln raya jual cuman harga tanah kosong sajasurat shm ready kamar kos penuh hun,positif,0.6862838427844871,negatif,positif,0.6411014375529622
slow bang fokus perut seragam coklat,negatif,0.6437662192666007,netral,negatif,0.633076437826818
warga suruh ronda,negatif,0.5379410422272441,netral,negatif,0.5968089828643399
real madrid,positif,0.7371851914497543,netral,positif,0.7551451823027839
ortu lapor hilang gas maling ketangkep kak ortu lapor suruh bayar lapor gila lepas maling,negatif,0.5054538100504482,netral,negatif,0.729524057016689
hilang motor sepupu lapor polisi gubris maling motor informasi lacak alhamdulilah ketemu berkat tunjuk hilang nya daerah ambil kelompok hilang nya daerah kelompok ambil,negatif,0.725267667581571,netral,negatif,0.7543098028899479
fakta pernh ngalamin busuk ladusing,negatif,0.6495203516121993,netral,negatif,0.6160269292478023
terang benderang,negatif,0.6971289944607397,netral,negatif,0.7255515046351859
taat patung polisi polisi tidur,negatif,0.4874360859201392,netral,negatif,0.5850883421845187
benerr,negatif,0.4285714285714286,netral,positif,0.43611111111111106
coklat adab sok etika,negatif,0.6532810583222226,netral,negatif,0.6480414593070283
turis asing lapor damkar hilang,negatif,0.6677729033174472,netral,negatif,0.750048682259095
bobrok institusi heran nya malu kapolrinya mundur,negatif,0.5038491458399388,netral,negatif,0.5314636488478032
tau polisi aib,positif,0.4138710775813314,netral,positif,0.4213983325748343
dokumen orang dikerjain bayar negara,positif,0.4306656744912128,netral,negatif,0.44564266272129316
wow,positif,0.6566161793159958,netral,positif,0.6596605110213217
bang real negri iniyg susah tmbh susah kena mslh hkum,positif,0.6497718731680806,netral,positif,0.6394350578258361
fakta real terjdi negri,positif,0.6042418751618766,netral,positif,0.5874561015768285
acab,negatif,0.4285714285714286,netral,positif,0.43611111111111106
bener wkwkwkwkw pagi nemuin pagi pose atur lintas poto temennya jalan orang krusial orang berangkat sekolah kerja,negatif,0.6290218739640472,netral,negatif,0.6097467631413411
tenggelam laut fakta,negatif,0.659373244854238,netral,negatif,0.671881727466862
christytolissautboydenpard beda preman beda seragam,positif,0.38591239029560165,netral,positif,0.4142562654169511
lapor tipu urus cmk dapet kertas doang,negatif,0.441362331452142,netral,negatif,0.4666573245305919
bener bang bener foto empat mnt habis ilang,negatif,0.5647764773339494,netral,negatif,0.6544513156277475
fakta biadab polisi,negatif,0.6410729264582676,netral,negatif,0.6657335557317836
nya yak siang,positif,0.5325337265434498,netral,positif,0.5395863517050069
polisi gajih perintah perintah gajih rakyat bayar pajak kerja bayar,negatif,0.44618898181656036,netral,negatif,0.44087819490853336
analisanya,negatif,0.4285714285714286,netral,positif,0.43611111111111106
kelazz kingg,negatif,0.4285714285714286,netral,positif,0.43611111111111106
understand king people people know,negatif,0.5054333365980668,netral,negatif,0.42830566937891207
inget pas smk turun bus trus polisi pake motor polisi foto murid doang pergi,negatif,0.4457077261128643,netral,negatif,0.45401569240676015
pantes bilang oknum,negatif,0.4633315301705405,netral,negatif,0.4183119564230564
waduhh benerr,negatif,0.4285714285714286,netral,positif,0.43611111111111106
polisi planga plongo,negatif,0.45559221726561544,netral,negatif,0.48398629705470897
basicly uang uang gaji tunjang dasar serakah tamak embel embel polisi lembaga kuat engga uang kepake lembaga bullshit polisi suka ngonten rusak citra,negatif,0.4351504838099521,positif,negatif,0.42466884848579006
tempat seser beking tambang emas ilegal kayu ilegal sabung ayam kadang jaga pesta hajat pakai hibur tarif,positif,0.35145649431291137,netral,positif,0.3489371030193811
buetull baget,negatif,0.4285714285714286,netral,positif,0.43611111111111106
budaya turun turun senior tindas junior laku budaya rubah benar orang super tangan besi,negatif,0.40263133953213376,netral,positif,0.5806895510396398
curhat,negatif,0.4285714285714286,netral,positif,0.43611111111111106
liat foto abis pergi,negatif,0.47551559703308394,netral,negatif,0.5194564435916672
anjir polisi kerja bener bener lapang oknum karna anggota foto foto cabut,negatif,0.5483379135029598,netral,negatif,0.5541602789902885
hacker data bisnis bjorka skenario buruk rusak indonesia hitam bisnis putih indonesia duli indonesia,positif,0.5790840838488406,negatif,positif,0.44432746061387907
reaall,negatif,0.4285714285714286,netral,positif,0.43611111111111106
dasar pilis emng pilis miskin akal sehat moral,netral,0.3603827589656326,netral,positif,0.3677470225598429
fakta polri guna habis anggar negara malak masyarakat,negatif,0.4184021768991804,netral,negatif,0.442461545526745
bang,negatif,0.4680182101537634,netral,negatif,0.5194000544182766
polres jogja polres bantul lapor kesana kertas doang tindak,negatif,0.44910372116070246,netral,negatif,0.4512196696164648
ril ketangkep motor lengkap knalpot standar inti standar pabrik situ kena nebus motor kantor gitu gampang mending gin bilang selang tmn ketangkep pas balap liar taulahy motor kya gitu gmna kondisi motor nebus motor cuman anj,negatif,0.5098551856181144,netral,negatif,0.4640074032042194
fakta ngalamin kaya gitu musibah bantu palak orang isilop ikutikutan tempat polisi patroli pagi doang ferdi sambo polisi coreng pagi polisi jagajaga empat adem ayem kaha gin polisi luar kantor langka,negatif,0.6468919458678084,netral,negatif,0.6754442957091298
reformasipolri,negatif,0.4285714285714286,netral,positif,0.43611111111111106
lulus polisi kerja bener,negatif,0.4779077485021725,netral,negatif,0.45308614589327745
gua ken indo nepal part pas rakyat murka perintah ceburin dahh jabat publik nepal bar ngasih contoh ayo donk ceburin sambitin,negatif,0.41061655747403725,netral,negatif,0.3874430287909692
masak,negatif,0.4285714285714286,netral,positif,0.43611111111111106
buka bisnis mending negeri ngapain harap regulasi kek taik,negatif,0.40804966294412326,netral,negatif,0.3881324849073023
gua kmrn tilang pintain duit bang nanya gua gua bilang gamau nya yaa tau,negatif,0.4997706195924756,netral,negatif,0.47729821616874146
pangkat letnan duit,positif,0.4068821303038061,netral,positif,0.4303431210737043
bang narikin duit doang tempat kroke trus warung jual miras bukti temen ndiri silah cek,negatif,0.37340684780645494,netral,negatif,0.3722677737911376
coklat jujur oknum oknum buanyakk alam lapor gelap sales sampe sekar maju lapor kantor duit duit lapor jalan,negatif,0.524792460996275,netral,negatif,0.5482199850010464
ammarzonetv aman rumah hacker twrdetek,positif,0.4669149900478197,netral,positif,0.42638304537802274
sst,negatif,0.4285714285714286,netral,positif,0.43611111111111106
skill bang langsung skill ulti gitu wkkwk,negatif,0.36680699575796255,netral,positif,0.3749042327827796
sloganya ayom lindung bayar polisi cemen berani ama korup rakyat ngkp aniaya siksa rakyat tau laku polisi citra ngaruh rakyat fakta lapang sungguh kejam,negatif,0.46461858755657226,netral,negatif,0.43958508346104724
uang abang kerja uang abang malak,negatif,0.4621128707012175,netral,negatif,0.37050788907572524
mesti institusi polisi polisi polisi tni pisah polisi reguler satu kantor bikin mandiri lapor langsung pusat daerah koordinasi tugas awas tangkap tangan oknum polisi langgar hukum karirnya beda polisi masuk pensiun mutasi satu benar penting enak satu beda tingkat daerah bnn pimpin tingkat bintang propam kantor nyatu mutasi satu tingkat polres pangkat kasat provos mentok iptuakp tingkat perwira segan mesti tingkat polres pangkat kompol awas perwira satu penjahatpengusaha lobi polisi reguler satu modal minimal ketar tir bikin lembaga independen isi ahli hukum integritas tugas bpk audit tugas polisi propinsi lapor kapolri langsung presiden mumpung reformasi polisi,negatif,0.6621180434865724,netral,negatif,0.6680049521656383
daerah kak indonesia yaa,negatif,0.4668172655629031,netral,negatif,0.5133963356111685
temenku lapor hasil jebretan foto lalulalu,positif,0.38986927097316226,netral,negatif,0.413396699307121
polisi bang,negatif,0.4779002598849729,netral,negatif,0.5374283153150989
emng polisi indonesia gitu bobrok,negatif,0.4424939154307408,netral,negatif,0.4514826757199343
bayar akhirat,negatif,0.42790224294068263,netral,negatif,0.4587608089817161
komen suka fix okunumnya engga oknum sewa bazerr masyarakat normal indonesia tuju fakta deatas,negatif,0.5805593609615238,positif,negatif,0.5120794767535466
bener,negatif,0.6090517018303006,netral,negatif,0.6201264395993633
mrasa baca komen ino senyam senyum sdikit tir smoga baik hukum indonesia,negatif,0.599214151286706,netral,negatif,0.5423850091014555
usaha tau hasil uang kena musibah mobil laka lantas duitin ngurus mobil tebus,negatif,0.3567677303715798,netral,netral,0.3746083392652303
bener bang foto jalan pagi rahasia kek gitu gaji kesel hilang motor lapor kena cuma kertas suruh tinggalin nomer sampe gda kabar,negatif,0.6464003908998592,netral,negatif,0.6152944191030362
fakta sam jgk ngurus sim sngt dasar aparat konoha,negatif,0.39547362116783336,netral,negatif,0.3897187394029131
sampe negeri grogoti aparat,negatif,0.35006336638583835,netral,netral,0.33930523926096406
bang miara cepu,negatif,0.3971607469884295,netral,negatif,0.4208323312238984
bayar brp,negatif,0.42790224294068263,netral,negatif,0.4587608089817161
ariesbast kak,negatif,0.5167438755761701,netral,negatif,0.5754421659764773
bener motor gua ketemu taun hilang pas suruh bayar anjir harga motor harga motor satria gua kisar ilang gitu pas nya suruh bayar juta polisi tau gitu beli bodong bpkb stnk tinggal ketok mesin begitu otak kotor muncul lakuin sampe alhamdulillah dzalimi polisi allah rumah mobil motor biji moga kena dzalim allah balas nya doa usaha guyss,negatif,0.5777145169168179,netral,negatif,0.5506620471489635
ngomong bener,negatif,0.6754240350473026,netral,negatif,0.741788220965899
lulus smk tau polisi orang dalem duit,positif,0.40759734049490026,netral,positif,0.37049088477793585
indonesia polisi nya,positif,0.5575335344704835,netral,positif,0.52428730813727
daerah fomo fotoin doang trus diri tepi jalan,negatif,0.501278245314111,netral,negatif,0.5475734254675093
