clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
nemu polisi lingkung yg jujur kerja ga males2an,47,8,positive,0,0.9904941,0.9904941,0.00816281,0.0013430777
fakta nyata,11,2,positive,0,0.97449976,0.97449976,0.016858524,0.008641703
mahkota king,12,2,positive,0,0.7103853,0.7103853,0.2394472,0.05016745
fakta negara hukum tugas hukum,30,5,neutral,1,0.911942,0.008212642,0.911942,0.07984538
suka kak patroli malem tp nyamperin kang miras kang parkir tmpat karoke club malem bar trus salam,97,17,neutral,1,0.81327975,0.18065456,0.81327975,0.00606566
real,4,1,positive,0,0.8738683,0.8738683,0.016675841,0.10945583
yg foto2 lho beneeer bgt,24,5,positive,0,0.9830403,0.9830403,0.013978809,0.0029808704
laku cipta lapang kerja sulit pdhl dampak kurang miskin negara sangt pengaruh sulit gmna ormas2 bs ikut jatah y yg anggap lindung rakyat aja malak harusny 1 kantor pecat aja smuanya miskin klo hukum mati 1 kantor biar ad efek jera g brni lgi main dgn hukum jamin negara ni maju kayk china,288,53,negative,2,0.99317896,0.0043631494,0.0024579407,0.99317896
bener banget ngalamin lari pagi mobil polisi mberhentiin sy salah eeee tau suruh motoin doang,93,15,negative,2,0.9908003,0.0028173637,0.0063823587,0.9908003
bener sih patroli rutin cegah jahat lha cegah kagak kalo warga nangkep maling dibebasin,87,14,negative,2,0.99210984,0.001803448,0.0060867793,0.99210984
bjorka yg level dewa bandar judol yg mata aja gak tangkap,57,11,negative,2,0.9943258,0.0019018102,0.0037723652,0.9943258
liat polisi poto2 doang perut buncit2,37,6,negative,2,0.9937376,0.00069013925,0.0055723083,0.9937376
oalah wkwkwk,12,2,negative,2,0.9584934,0.02751274,0.013993838,0.9584934
kelas,5,1,positive,0,0.6522912,0.6522912,0.048753936,0.2989549
faktaa alm kakak bayi rumah persis warung soto pake live musik ganggu banget volume keras pol nyanyi mabok udah tegur gak ngaruh lapor rt rtnya kakak warung lapor babinsa suruh kantor polsek sampe polsek polisi bilang terang2an duit mas ngurusin urus begitu anjeng,264,43,negative,2,0.98853326,0.001745761,0.00972104,0.98853326
banget polri raport nya metah bingit,36,6,negative,2,0.9940084,0.004085729,0.0019058696,0.9940084
yah cermin mayoritas rakyat indonesia wkwkwkkw,46,6,negative,2,0.9826298,0.008177414,0.009192798,0.9826298
pelan pelan bang,16,3,negative,2,0.4711535,0.29691938,0.23192714,0.4711535
posisi gonjang ganjing,22,3,negative,2,0.9871603,0.005296084,0.007543613,0.9871603
oknum indonesia bg hahahaha,27,4,negative,2,0.9965557,0.00076674606,0.002677585,0.9965557
kam masyarakat kerja aja cuman 8jam 2jam lapang pagi doank itu gk 7x24jam 2x dlm minggu parah bed,97,18,negative,2,0.99640685,0.0013043353,0.0022887606,0.99640685
polisi gitu ga oknum,20,4,negative,2,0.98377997,0.006955159,0.009264935,0.98377997
ko bener sihb,13,3,negative,2,0.979354,0.015182989,0.0054630153,0.979354
banget makan gaji buta doang kerja,34,6,negative,2,0.99744797,0.0007903691,0.0017617111,0.99744797
gilir g pke helm pas tikung udah bae yg nyegat nilang,53,11,negative,2,0.56350523,0.002295021,0.43419978,0.56350523
iya hedeh hedeh,15,3,negative,2,0.9954282,0.0024849253,0.0020868054,0.9954282
hujan terang fakta,18,3,negative,2,0.82912344,0.13830072,0.03257582,0.82912344
tilang dimintain uang 250k yg hebat lgi pungli besarbesaran ramai yg dalam kantor polresta pangkal pinang bangka belitung kantor loh luar korban 2030 org hitung aja tuh 25030 org polisi yg libat jg bnyak 10 org jdi oknum tpi emg polisi nya polresta pangkal pinang provinsi pulau bangka belitung,294,49,negative,2,0.97161037,0.0039558653,0.024433771,0.97161037
sinar,5,1,neutral,1,0.7438212,0.21053475,0.7438212,0.045644075
bang pelan pelan kasih fakta terang,35,6,neutral,1,0.38058683,0.25603002,0.38058683,0.36338314
jujur,5,1,positive,0,0.99447894,0.99447894,0.004390645,0.0011303617
rill tsunami fakta gak bendung,30,5,positive,0,0.65177274,0.65177274,0.024981808,0.32324544
polisi nyrik heker tukang intimidasi beking usaha top 1 dunia,61,10,negative,2,0.85311925,0.01974114,0.12713961,0.85311925
iya bener awas bang takut tukang nasi goreng rumah bawa beceng,62,11,negative,2,0.99450797,0.0019028635,0.0035892332,0.99450797
priiittt tunjuk sim stnk salah fakta,36,6,negative,2,0.99373686,0.0005529546,0.00571022,0.99373686
hilang 2 kali kendaran kaga tindak bertahuntahun ujung ikhlas males lapor,73,11,negative,2,0.99543756,0.000620973,0.0039415057,0.99543756
silau bang,10,2,negative,2,0.9971529,0.0016503774,0.0011966536,0.9971529
asumsi cerita orang,19,3,negative,2,0.69905216,0.08940369,0.21154411,0.69905216
lahhhh daerah ku,16,3,positive,0,0.7671714,0.7671714,0.09348431,0.1393443
yg tangkep orang yg rugi bandar judol,37,7,negative,2,0.9972218,0.0012751673,0.0015030246,0.9972218
hilang bu hong kong hilang dopet uang hp ktp hong kong atm hk lapor polisi hong kong kasih kertas lapor hilang ktp atm bikin ktp atm polisi cari tas yg hilang tinggal yg hilang bu bodoh km,188,37,negative,2,0.9932601,0.0007078199,0.0060321046,0.9932601
fakta bgt,9,2,positive,0,0.9357519,0.9357519,0.007879918,0.056368202
nama robot nih,14,3,negative,2,0.94145447,0.0016388805,0.05690658,0.94145447
awok wadidaw,12,2,negative,2,0.97664034,0.014760926,0.008598739,0.97664034
udah rahasia ga ubah,20,4,negative,2,0.92411226,0.05967238,0.01621531,0.92411226
eitssss,7,1,positive,0,0.8993395,0.8993395,0.011266257,0.08939427
lapor polisi adik hilang 3 thn fakta nya polisi uang biar nyari,63,12,negative,2,0.9810899,0.00057996163,0.018330159,0.9810899
bikin surat hilang motor aja suruh bayar 25jt bulan puter2 kalo tindak lanjut paro harga motor,94,16,negative,2,0.7703791,0.001674413,0.22794652,0.7703791
gw nangkap maling lapor polisi2 jam suruh lepasin maling nya isilop maling 5jt biar lepas udh hancur negri,106,18,negative,2,0.99656653,0.00052802387,0.002905428,0.99656653
minggu gw liat polisi pas pagi d potodoang perepat lngsung pulanh wkwk,70,12,neutral,1,0.8120825,0.024797238,0.8120825,0.16312028
emang bener reformasi polisi,28,4,positive,0,0.70300204,0.70300204,0.040116616,0.25688133
keluarga peras polisi kerjasama oknum jabat lurah nuntut 1 m salah yg laku,74,13,neutral,1,0.8726427,0.0011233033,0.8726427,0.12623397
lapor ilang motor eh proses dah kayak ilang mobil,49,9,negative,2,0.98699445,0.0004134301,0.01259206,0.98699445
kinggg,6,1,positive,0,0.9759183,0.9759183,0.0051552295,0.018926483
motor hilang temu ngambil palak sm kanit reskrim ank buah mnta duit rokok parah wes,83,15,negative,2,0.9886989,0.000593472,0.01070757,0.9886989
jujur sekaliiiii,16,2,positive,0,0.9937453,0.9937453,0.0035406428,0.0027139697
bener nganter anak ku sekolah nya ngebantu nyebrangin anak anak sekolah asyik foto foto lapor biar liat kerja sebrangi anak,123,20,positive,0,0.8125967,0.8125967,0.02292631,0.16447695
fakta yg tutup,14,3,negative,2,0.85201097,0.055416502,0.092572495,0.85201097
gw orang yg tuju kalo institusi polisi tni gak kapolri kapolrian,64,11,negative,2,0.95353836,0.0056964094,0.040765207,0.95353836
gua bang kena begal syukur ngga diapaapain cumn ambil doang motor nya anggota nya ngomong ko begal kaga saksi,109,19,negative,2,0.9974631,0.0006325298,0.0019042953,0.9974631
bner fto ngajak orang yg lgi nongkrong poko citra banget,56,10,positive,0,0.8034372,0.8034372,0.008266047,0.18829675
real habis foto pulang ngatur lalulintas pakogah,48,7,neutral,1,0.65185463,0.019536443,0.65185463,0.32860887
a1,2,1,positive,0,0.57459354,0.57459354,0.33337277,0.092033654
realeated kota kaya wkwkwk,26,4,positive,0,0.8900496,0.8900496,0.011147476,0.09880288
cahaya tuan,11,2,positive,0,0.81496304,0.81496304,0.049122084,0.13591488
fakta polisi mh gitu 999 gausah oknum deh dah muak,50,10,negative,2,0.99715996,0.0014639035,0.0013761134,0.99715996
polisi konoha,13,2,neutral,1,0.5731016,0.022685107,0.5731016,0.40421328
gilak gw penah fakta terang,27,5,negative,2,0.9905882,0.0019331692,0.007478578,0.9905882
elah pake jelas emang iya jadi yg udah2 skenario sandiwara contoh grebek cafe tilang tilang maling teriak maling tawur biar polisi olah kerja yg parah sih nyuruh orang ngedarin narkoba yg dampak tangkep orang yg penasaran narkoba,229,37,negative,2,0.99578995,0.0013566817,0.002853432,0.99578995
kalo komen sesuai fakta,23,4,positive,0,0.55130994,0.55130994,0.075326554,0.3733635
bro kalo gak gitu mkdal bro,27,6,positive,0,0.63276553,0.63276553,0.17006125,0.19717322
anak smp suruh motoin kalo pagi2,32,6,negative,2,0.6281746,0.0020398218,0.36978558,0.6281746
1000 nyata,10,2,positive,0,0.98469573,0.98469573,0.010382215,0.0049220864
bang udah bang,14,3,neutral,1,0.8060607,0.09964695,0.8060607,0.09429238
foto empat ngopi daerah,23,4,neutral,1,0.99518764,0.0037333276,0.99518764,0.0010789742
iya lgi anjirrr suruh motoin,28,5,negative,2,0.98269534,0.00089189084,0.016412726,0.98269534
nyata swperti cari kambing hitam,32,5,negative,2,0.9958134,0.0011642926,0.0030222486,0.9958134
bg foto in bntr kh dokumen kirim grup polisi,44,9,neutral,1,0.95997214,0.0010806166,0.95997214,0.038947247
bantu mabes gak mas yg mas banyak sih yg bawah ikat yaaah system ny,67,14,neutral,1,0.82269275,0.022215242,0.82269275,0.15509205
fakta banget,12,2,positive,0,0.9069785,0.9069785,0.0069808094,0.086040735
savage,6,1,positive,0,0.88428354,0.88428354,0.010498864,0.1052176
tuju,4,1,neutral,1,0.5925568,0.32737437,0.5925568,0.080068894
terang banget,13,2,positive,0,0.9909943,0.9909943,0.006223677,0.0027820393
fakta si,8,2,positive,0,0.896154,0.896154,0.017134009,0.08671202
akar,4,1,negative,2,0.8838069,0.07405841,0.042134654,0.8838069
gua tuju gua pling mles yg nmnya isi lop,40,9,neutral,1,0.97698796,0.0017531051,0.97698796,0.021258995
terang fakta,12,2,positive,0,0.95903945,0.95903945,0.018042473,0.022918127
faktaaaaa bang,14,2,positive,0,0.6564688,0.6564688,0.022717822,0.32081336
bener sekalikalau pagi yg jaga lintas pegawai busway,52,8,positive,0,0.9542159,0.9542159,0.042644475,0.003139642
fakta 100,9,2,positive,0,0.488974,0.488974,0.056263737,0.4547623
yg diomongin baca gak yaa,25,5,negative,2,0.6551729,0.0062805368,0.33854663,0.6551729
jabarin borok,13,2,negative,2,0.99723285,0.00089297385,0.0018741846,0.99723285
ban nyata hmmm syulit,21,4,negative,2,0.99775034,0.000719683,0.0015299188,0.99775034
fakta terang terang cahaya ilahi,32,5,positive,0,0.90011305,0.90011305,0.09596612,0.0039208476
konoha,6,1,positive,0,0.5513628,0.5513628,0.17585163,0.27278557
banget mending dr nangjap bjorka,32,5,positive,0,0.3687837,0.3687837,0.35678616,0.27443013
abis foto2 kirim atas lapor abis tuh ngopi banget tuh liat kalo pagi2,69,13,neutral,1,0.62745064,0.34745672,0.62745064,0.025092587
bobrok institusi yg bayar gaji masyarakat,41,6,negative,2,0.99713045,0.0010901381,0.0017793842,0.99713045
fakta maseh,11,2,positive,0,0.84149647,0.84149647,0.01805171,0.14045177
lingkung dukung,15,2,positive,0,0.78575397,0.78575397,0.063804686,0.15044133
cocok makan gaji rakyat gak manfaat rakyat,42,7,negative,2,0.99094725,0.00777905,0.0012736755,0.99094725
jadi kantor polisi gr2 rumah temen maling tas dompet hilang surat2 temen bilang lapor surat hilang blablabla polisi blablabla temen administrasi polisi ah gak kayak temen iya maturnuwun and langkah jalan panggil pakpol pakpol mas mas pernae to rokoke permene gila gak sih administrasi gak pas udah tiba2 ngasih kode uang jajan orang kena musibah maling emang lawak banget si,374,60,negative,2,0.9856253,0.010164383,0.0042102938,0.9856253
oiiii jujur,11,2,positive,0,0.9847623,0.9847623,0.0132405795,0.001997128
ngoten gercep banget bang,25,4,negative,2,0.9865841,0.011236663,0.0021791814,0.9865841
polisi yg jujur hoegeng polisi tidur,36,6,negative,2,0.9948225,0.001862854,0.0033146788,0.9948225
gw rampok jg kasus sulit bpkb surat kendara curi mgurus habis 10 jt 1 mobil korban gila emang konoha mau dpt gaji kerja tidur malak orang mah udah jahat tp legal,161,31,negative,2,0.99609417,0.00069741806,0.003208372,0.99609417
dih klo ngomong suka bener,26,5,positive,0,0.9920608,0.9920608,0.0052446085,0.002694567
temen gw kena narkobs ketangkep tiba2 bsoknya udah rumah iseng2 nebus surat lapor sbelum layang jaksa 100jt njiiir gilaaak emang bener mahfud urus hukum pintu utama polisi,171,27,negative,2,0.98637354,0.0032637438,0.0103626745,0.98637354
gak patroli malam gw liat tuh polisi patroli malam henti d depan2 karaoke mobil orang hampir bawan rokok,104,18,negative,2,0.78770685,0.0028920812,0.209401,0.78770685
iyah lagih,10,2,negative,2,0.6518461,0.21676941,0.13138448,0.6518461
udah bener2 bobrok emang yg oknum bejibun,41,7,negative,2,0.9970505,0.0016084888,0.0013409316,0.9970505
nahh ituu,9,2,negative,2,0.97924966,0.012465724,0.008284678,0.97924966
faktaaaaaa,10,1,negative,2,0.62075156,0.35203776,0.027210686,0.62075156
real lapang,11,2,positive,0,0.920031,0.920031,0.030875614,0.049093384
pingin masuk gua hacker ga akses,32,6,negative,2,0.9920696,0.000485037,0.0074453447,0.9920696
masukksana aja bayar ga heran jdinya bgini,42,7,positive,0,0.96341836,0.96341836,0.007571757,0.02900993
dapat preman bikin susah dunia usaha,36,6,negative,2,0.9976509,0.0005815418,0.0017675656,0.9976509
klo pengelihtan gua y karna kbiasaan k enak mngkin kyk sim byar pajek susah dri situ masyrakat nembak mw bikin cpt mudah dri situ enak jd kbiasaan bhkan bkn yg sepele,166,31,negative,2,0.5601398,0.35689127,0.08296893,0.5601398
jadi alami parah bro nabrak orang sampae patah tulang tanggungjawab korban biaya rs yg tanggungjawab laka lantas jasa raharja 2012 jasa raharja 10 jt saran kakak korban jasa raharja utk biaya rs aja tuju urus jasa raharja surat2 polsekpolres utk syarat jasa raharja biar cair dana urus surat polrespolsek bilang paro utk polsekpolres arti 5050 iya2 aja pikir urus selesai singkat dana jasa raharja turun polsek bawa amplop isi uang 500 ribu gak kasih 5050 dana korban obat dana sekian terima silah gak gak apa2 tinggal polsek rs urus obat korban alam hati2 urus jasa raharja gak pandai2 rugi,591,99,negative,2,0.9511531,0.0220148,0.026832132,0.9511531
jujur banget,12,2,positive,0,0.9959188,0.9959188,0.0027705797,0.0013106131
bener bangetttt cuyyy,21,3,positive,0,0.99582446,0.99582446,0.0026510982,0.0015244368
benerr,6,1,positive,0,0.9914623,0.9914623,0.0034823983,0.0050552804
si abang kalo ngomong suka bener,32,6,positive,0,0.9946983,0.9946983,0.00385702,0.0014447998
buset lu bicara fakta sih,25,5,negative,2,0.9977931,0.000953741,0.0012532081,0.9977931
ariesbast balikin modal ngejar visi misi oknum,46,7,negative,2,0.9690485,0.0015437516,0.02940773,0.9690485
gua cuman d gua polisi foto d empat foto foto empat d tinggal,61,13,neutral,1,0.85189843,0.0024900204,0.85189843,0.14561155
lo yg patroli d cafe tuak,25,6,neutral,1,0.75160354,0.003118269,0.75160354,0.24527822
jir fakta wkwkwkwkwk,20,3,negative,2,0.9899423,0.0028589156,0.007198776,0.9899423
iya,3,1,positive,0,0.80339086,0.80339086,0.19282055,0.0037886032
kelasss king,12,2,positive,0,0.9812088,0.9812088,0.0044582766,0.014332968
malem pergi bri atm 2 org parcok foto pintu masuk bank salah 1 nya fotoin eh gataunya satu adl tetangga kya cengok bgt sampe skrg klo ktmu shalat jamaah kya hindar gtu hehehe,174,33,negative,2,0.99230075,0.0031340655,0.004565199,0.99230075
loh,3,1,positive,0,0.8238857,0.8238857,0.09284311,0.083271265
ariesbast masuk suap anggap profesi abdi bisnis,47,7,neutral,1,0.980885,0.001008288,0.980885,0.018106656
yg gak terima termull,21,4,negative,2,0.98828506,0.0026817438,0.009033199,0.98828506
bobyenugraha3811 wkwk banget jirr kaya gue instansi perintah lurah ketua dpc ormas tukang palak lapak 1 camat isi dominan keluarga,130,20,negative,2,0.85171646,0.0018043143,0.14647923,0.85171646
pikir yg oknum cendrung yg gak baik teman teman,47,9,negative,2,0.9974988,0.0008044867,0.0016966851,0.9974988
fakta suami sya kerja jdi satpam polisi dteng bwa mobil fto kabur,65,12,negative,2,0.9765976,0.0008026533,0.022599801,0.9765976
jokonarimo1899 ku dsini aja brrti,33,5,neutral,1,0.9960226,0.0028424836,0.9960226,0.0011348609
senin kamis kota foto foto,26,5,neutral,1,0.99661106,0.0025001795,0.99661106,0.00088880013
wkwkw,5,1,positive,0,0.9315686,0.9315686,0.020306794,0.04812459
loooh kaget,11,2,negative,2,0.9963666,0.0014559535,0.0021774676,0.9963666
boom empat kadang nyuruh kang ojek fotoin,41,7,neutral,1,0.93847525,0.0017506,0.93847525,0.05977416
rekrutmen pungli bayar lolos sampek kiamat ga kerja sesuai job desk nya temen sampe 500 jt lo kalo ngandelin gaji nutup uang 500 jt,131,24,negative,2,0.99505496,0.0006044728,0.0043405485,0.99505496
nir bener,9,2,positive,0,0.9687108,0.9687108,0.005055577,0.026233692
bener bgt fakta,15,3,positive,0,0.9936272,0.9936272,0.0038223404,0.0025505098
asa tender ada cyber security,29,5,neutral,1,0.9834969,0.0012287223,0.9834969,0.015274424
banjir faktaaa boss,19,3,negative,2,0.99184304,0.0056222174,0.0025346698,0.99184304
komen kog suka bener sih,24,5,positive,0,0.8789077,0.8789077,0.0063880724,0.114704214
fakta ngak maju kantor sabtu minggu libur,41,7,negative,2,0.9953564,0.00069280056,0.0039507635,0.9953564
hahahahah yg selfi dlu abis cabut,33,6,negative,2,0.98517793,0.0009383838,0.013883619,0.98517793
kasih tau keluarga sanak saudara jgn daftar polisi benci rekrutmen yg daftar ribu gk dikit kn lu udh gk butuh polisi,116,21,negative,2,0.99480236,0.0013984073,0.0037992843,0.99480236
fakta kampung ku gitu pas rajia lalulintas yg bikin rugi masyarakat ayom nya,76,13,negative,2,0.9974595,0.0012592365,0.0012813509,0.9974595
gausah jauh2 bang bikin sim aja calo yg calo polisi sndiri wkwk,63,12,negative,2,0.9822855,0.0044329553,0.013281515,0.9822855
empat polwannya make up tebal glowing glowing pagi aja empat,60,10,neutral,1,0.8879383,0.07430172,0.8879383,0.037759986
parah banget sih,16,3,negative,2,0.9980679,0.0008502043,0.0010819242,0.9980679
tpi kerja yg idam idam org calon mertua,39,8,positive,0,0.753404,0.753404,0.114443764,0.1321523
bayar bayar habis tanah habis sawah habis,41,7,negative,2,0.95348614,0.0049910974,0.041522786,0.95348614
bismillah assalamualaikum jual rumah dgn harga tanah kosong luas tanah 700m luas bangun 500mpersegi cocok usahadan rumah pribadi lokasi jln kedung baruk no 140sby timur persis indomart rumah ininol jln raya jual cuman harga tanah kosong sajasurat shm ready 14 kamar kos penuh hun,279,44,neutral,1,0.724621,0.20263147,0.724621,0.072747596
slow bang fokus perut seragam coklat,36,6,negative,2,0.90185654,0.07738459,0.020758837,0.90185654
warga suruh ronda,17,3,neutral,1,0.99561465,0.00084362447,0.99561465,0.0035417592
real madrid,11,2,neutral,1,0.7985835,0.17502823,0.7985835,0.026388211
kk ortu lapor hilang gas udah 2x jadi maling udah ketangkep kak ortu lapor suruh bayar 24 jt lapor gila gak tuh gak tahun udah lepas tuh maling,143,28,negative,2,0.99340147,0.00065876805,0.0059397197,0.99340147
hilang motor fu sepupu lapor polisi gubris kenal yg maling motor informasi lacak alhamdulilah ketemu berkat tunjuk hilang nya daerah yg ambil kelompok hilang nya du daerah kelompok yg ambil,189,30,neutral,1,0.52374214,0.003997629,0.52374214,0.47226024
fakta pernh ngalamin jg busuk ladusing,38,6,negative,2,0.99798065,0.0007378506,0.0012815314,0.99798065
terang benderang,16,2,positive,0,0.89929223,0.89929223,0.060127508,0.040580247
taat patung polisi polisi tidur aja kayak,41,7,negative,2,0.99504364,0.00095772056,0.0039986856,0.99504364
wkwkwk benerrrr,15,2,positive,0,0.98559225,0.98559225,0.004502715,0.009905005
so coklat si adab sok etika,27,6,negative,2,0.9975612,0.00082945346,0.0016093273,0.9975612
turis asing aja lapor damkar hilang hp,38,7,neutral,1,0.7569654,0.0008149507,0.7569654,0.24221967
udh bobrok institusi tp heran nya ngga malu kapolrinya aja ngga mundur,70,12,negative,2,0.99238294,0.005187577,0.0024294748,0.99238294
tau polisi tu aib,17,4,negative,2,0.997424,0.00054194225,0.002034122,0.997424
dokumen kasih orang dikerjain bayar negara,42,6,negative,2,0.99306834,0.0012386197,0.0056930445,0.99306834
wow,3,1,positive,0,0.99365604,0.99365604,0.0042037764,0.0021401762
bang yg real yg negri iniyg susah tmbh susah klo kena mslh hkum,63,13,negative,2,0.9786854,0.00762887,0.013685757,0.9786854
fakta real yg terjdi negri,26,5,positive,0,0.7687014,0.7687014,0.21708818,0.014210462
acab,4,1,negative,2,0.47557843,0.4298741,0.0945475,0.47557843
bener banget wkwkwkwkw pagi nemuin pagi2 pose atur lintas poto temennya menit jalan udah ga orang jam2 krusial orang2 berangkat sekolah kerja d,143,23,positive,0,0.8691381,0.8691381,0.09537427,0.03548761
tenggelam laut fakta,20,3,negative,2,0.9958599,0.0018878743,0.002252186,0.9958599
christytolissautboydenpard2794 beda preman beda seragam aja,59,6,neutral,1,0.98830914,0.0015522379,0.98830914,0.010138668
sy lapor tipu jg gk urus cmk dapet kertas doang,47,10,negative,2,0.9923403,0.00059187994,0.0070677577,0.9923403
wkwkwk bener2 bang emang bener foto empat 10mnt habis ilang,59,10,negative,2,0.9797004,0.007824935,0.012474709,0.9797004
fakta biadab polisi,19,3,negative,2,0.996618,0.0007483143,0.002633696,0.996618
si si nya yak siang,19,5,neutral,1,0.93830067,0.005252083,0.93830067,0.056447223
up up up,8,3,positive,0,0.943847,0.943847,0.025676223,0.030476788
polisi gajih perintah perintah gajih rakyat bayar pajak kerja bayar,67,10,negative,2,0.9861486,0.002449954,0.011401452,0.9861486
analisanya,10,1,neutral,1,0.78273225,0.20499037,0.78273225,0.0122774495
kelazzzz kingg,14,2,negative,2,0.921509,0.065100245,0.013390779,0.921509
kasih understand king biar people people know,45,7,neutral,1,0.75100785,0.144019,0.75100785,0.1049731
banget inget pas smk turun bus trus polisi pake motor polisi foto murid doang pergi,83,15,negative,2,0.9331221,0.0009559498,0.06592201,0.9331221
udah gak pantes bilang oknum,28,5,negative,2,0.9943492,0.0028426538,0.0028081806,0.9943492
waduhh benerr sekali,20,3,negative,2,0.9860692,0.011217333,0.002713426,0.9860692
polisi y planga plongo,22,4,negative,2,0.9515098,0.0012881128,0.047202166,0.9515098
basicly yg uang uang gaji tunjang dasar serakah tamak embel embel polisi lembaga yg kuat engga kalo uang udah ga kepake lembaga 2025 bullshit kalo polisi suka ngonten udah rusak citra,183,31,negative,2,0.9972324,0.0015116412,0.0012559721,0.9972324
tempat seser beking tambang emas ilegal kayu ilegal sabung ayam kadang jaga pesta hajat pakai hibur tarif,105,17,neutral,1,0.5450393,0.003658104,0.5450393,0.45130265
buetull baget,13,2,negative,2,0.9946997,0.0032022526,0.0020980905,0.9946997
budaya yg udh turun turun senior tindas junior laku budaya kalo rubah benar2 orang2 yg super tangan besi,104,18,negative,2,0.9866246,0.009319604,0.004055839,0.9866246
curhat,6,1,negative,2,0.67834556,0.25388813,0.06776631,0.67834556
bgt liat yg foto abis pergi,27,6,positive,0,0.90555924,0.90555924,0.06531247,0.029128358
iya anjir kalo polisi kerja bener bener jam lapang oknum karna anggota tuh foto foto cabut wkwkwk,97,17,negative,2,0.9898449,0.002611723,0.007543323,0.9898449
hacker data bisnis bjorka skenario buruk rusak indonesia hitam bisnis putih indonesia tp yg duli indonesia,106,16,negative,2,0.99392325,0.0006338387,0.0054428694,0.99392325
reaaaaall,9,1,positive,0,0.9910007,0.9910007,0.003176146,0.005823143
dasar pilis emng pilis miskin akal sehat moral,46,8,negative,2,0.9980757,0.0007502312,0.0011739722,0.9980757
fakta polri guna habis anggar negara malak masyarakat,53,8,neutral,1,0.666862,0.0018994167,0.666862,0.33123857
